noise_level,noise_percent,replicate,seed,method,success,failure_reason,fitted_vmax,fitted_km,vmax_absolute_error,km_absolute_error,vmax_relative_error,km_relative_error,r2
0.0,0.0,11,2059,lineweaver_burk,True,,99.99999999999987,4.999999999999999,1.2789769243681803e-13,8.881784197001252e-16,1.2789769243681803e-15,1.7763568394002506e-16,1.0
0.0,0.0,12,2060,nonlinear,True,,99.99999999999933,4.999999999999844,6.679101716144942e-13,1.5631940186722204e-13,6.679101716144941e-15,3.126388037344441e-14,1.0
0.0,0.0,12,2060,lineweaver_burk,True,,99.99999999999987,4.999999999999999,1.2789769243681803e-13,8.881784197001252e-16,1.2789769243681803e-15,1.7763568394002506e-16,1.0
0.0,0.0,13,2061,nonlinear,True,,99.99999999999933,4.999999999999844,6.679101716144942e-13,1.5631940186722204e-13,6.679101716144941e-15,3.126388037344441e-14,1.0
0.0,0.0,13,2061,lineweaver_burk,True,,99.99999999999987,4.999999999999999,1.2789769243681803e-13,8.881784197001252e-16,1.2789769243681803e-15,1.7763568394002506e-16,1.0
0.0,0.0,14,2062,nonlinear,True,,99.99999999999933,4.999999999999844,6.679101716144942e-13,1.5631940186722204e-13,6.679101716144941e-15,3.126388037344441e-14,1.0
0.0,0.0,14,2062,lineweaver_burk,True,,99.99999999999987,4.999999999999999,1.2789769243681803e-13,8.881784197001252e-16,1.2789769243681803e-15,1.7763568394002506e-16,1.0
0.0,0.0,15,2063,nonlinear,True,,99.99999999999933,4.999999999999844,6.679101716144942e-13,1.5631940186722204e-13,6.679101716144941e-15,3.126388037344441e-14,1.0
0.0,0.0,15,2063,lineweaver_burk,True,,99.99999999999987,4.999999999999999,1.2789769243681803e-13,8.881784197001252e-16,1.2789769243681803e-15,1.7763568394002506e-16,1.0
0.0,0.0,16,2064,nonlinear,True,,99.99999999999933,4.999999999999844,6.679101716144942e-13,1.5631940186722204e-13,6.679101716144941e-15,3.126388037344441e-14,1.0
0.0,0.0,16,2064,lineweaver_burk,True,,99.99999999999987,4.999999999999999,1.2789769243681803e-13,8.881784197001252e-16,1.2789769243681803e-15,1.7763568394002506e-16,1.0
0.0,0.0,17,2065,nonlinear,True,,99.99999999999933,4.999999999999844,6.679101716144942e-13,1.5631940186722204e-13,6.679101716144941e-15,3.126388037344441e-14,1.0
0.0,0.0,17,2065,lineweaver_burk,True,,99.99999999999987,4.999999999999999,1.2789769243681803e-13,8.881784197001252e-16,1.2789769243681803e-15,1.7763568394002506e-16,1.0
